fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.2;0.29;0.4;13.6;0.045;66.0;231.0;0.9977;3.08;0.59;9.6;0
6.2;0.24;0.35;1.2;0.038;22.0;167.0;0.9912;3.1;0.48;10.6;0
6.9;0.29;0.4;19.44110039389005;0.043;36.0;156.0;0.9996;2.93;0.47;8.9;0
6.9;0.32;0.26;8.3;0.053;32.0;180.0;0.9965;3.25;0.51;9.2;0
5.3;0.48500000000000004;0.13850987385587274;6.9;0.043;34.0;149.0;0.9944;3.34;0.57;9.7;0
5.3;0.48500000000000004;0.13850987385587274;7.1;0.044000000000000004;34.0;145.0;0.9945;3.34;0.57;9.7;0
5.4;0.48500000000000004;0.13850987385587274;7.0;0.045;36.0;147.0;0.9944;3.34;0.57;9.7;0
6.9;0.32;0.26;8.3;0.053;32.0;180.0;0.9965;3.25;0.51;9.2;0
5.2;0.48500000000000004;0.13850987385587274;7.0;0.044000000000000004;33.0;147.0;0.9944;3.33;0.58;9.7;0
5.8;0.25;0.26;13.1;0.051;44.0;148.0;0.9972;3.29;0.38;9.3;0
6.6;0.48500000000000004;0.3;5.1;0.057;30.0;123.0;0.9949;3.24;0.38;9.0;0
7.0;0.29;0.5088940756864764;10.7;0.046;59.0;234.0;0.9966;3.05;0.61;9.5;0
6.6;0.19;0.41;8.9;0.046;51.0;169.0;0.9954;3.14;0.57;9.8;0
6.7;0.2;0.41;9.1;0.044000000000000004;50.0;166.0;0.9954;3.14;0.58;9.8;0
7.7;0.26;0.4;1.1;0.042;9.0;60.0;0.9915;2.89;0.5;10.6;0
